阿達　　雅志,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成26年、28年、令和4年／当選 3 回","令和7年4月17日現在
総務委員会
国家基本政策委員会
災害対策特別委員会","昭和３４年９月２７日京都市生まれ、福井県、大阪府で育つ。私立洛星中学・高校を経て、昭和５８年東京大学法学部卒業。同年住友商事株式会社入社。鉄道車輌の輸出営業、米国車輌工場勤務後、ニューヨーク大学ロー・スクールにて比較法修士（ＭＣＪ）、法学修士（ＬＬＭ）を取得。平成５年米国ニューヨーク州弁護士登録。その後同社法務部、北京駐在勤務後、平成１２年退職。衆議院議員佐藤信二氏秘書。平成１６年ポール・ワイス外国法事務弁護士事務所勤務。日本大学法科大学院非常勤講師、東京大学大学院情報学環特任研究員を歴任。平成２６年１２月繰上げ当選。平成２８年９月党外交部会長（２期連続）。平成３０年１０月国土交通大臣政務官兼内閣府大臣政務官、令和２年内閣総理大臣補佐官（経済・外交担当）○著書「世界パラダイム・シフト」「政治家になった父から１８歳の息子へ（わが家の主権者教育）」
（令和４年１１月３０日現在）"
有村　　治子,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成13年、19年、25年、令和元年／当選 4 回","令和7年4月17日現在
外交防衛委員会
資源エネルギー・持続可能社会に関する調査会
情報監視審査会（長）","昭和４５年９月２１日、石川県生まれ、滋賀県育ち。ＩＣＵ国際基督教大学卒業後、米国ＳＩＴ大学院修士課程修了。日本マクドナルド株式会社に入社し、人事本部能力開発促進部で勤務。平成１３年、参議院選挙比例代表（全国区）にて初当選。文部科学大臣政務官、自民党女性局長を経て、参議院環境委員長等を歴任。平成２６年、安倍内閣にて初代女性活躍担当大臣、国務大臣（少子化対策・行政改革・国家公務員制度・規制改革・男女共同参画・消費者及び食品安全担当）に就任。参議院自民党政策審議会長、裁判官弾劾裁判所裁判長、自民党広報本部長、参議院自民党議員副会長等を経て、現在、参議院情報監視審査会会長、自民党中央政治大学院学院長、憲法改正実現本部副本部長等を務める。「しっかりとした国家観と地に足のついた生活感を併せ持って、命の重みと、家族や地域の絆と、国家の尊厳を守る」ことを政治信条にしている
（令和４年１１月３０日現在）"
井上　　哲士,日本共産党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成13年、19年、25年、令和元年／当選 4 回","令和7年4月17日現在
内閣委員会
懲罰委員会
政治改革に関する特別委員会
北朝鮮による拉致問題等に関する特別委員会","１９５８年５月５日山口県徳山市生まれ。広島市で育ち、広島県立国泰寺高校、京都大学法学部卒業○在学中に日本共産党に入党。梅田勝衆院議員秘書、「しんぶん赤旗」政治部記者、党京都府委員会常任委員・政策委員長を歴任○２００１年７月参議院選挙で、比例代表から初当選。議院運営委員会理事、法務委員会理事、憲法調査会委員、文教科学委員、外交防衛委員会理事等を歴任○現在懲罰委員会理事、内閣委員会、北朝鮮による拉致問題等に関する特別委員会、政治倫理選挙制度特別委員会に所属。参院幹事長、国会対策委員長、党幹部会委員、党金権腐敗政治追及委員会責任者
（令和４年１１月３０日現在）"
井上　　義行,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成25年、令和4年／当選 2 回","令和7年4月17日現在
総務委員会（理）
行政監視委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会
資源エネルギー・持続可能社会に関する調査会","昭和３８年３月１２日神奈川県小田原市生まれ。小田原市立千代小・中学校を経て、昭和５６年私立明徳学園相洋高等学校卒業。昭和５６年国鉄（現ＪＲ）入社、国鉄機関士。昭和６３年日本大学経済学部（通信）卒業。同年７月総理府（現内閣府）入府。内閣総理大臣官房総務課内閣第１係長、内閣官房副長官秘書官、内閣参事官補佐（拉致問題、企画・調整担当）、内閣官房長官秘書官を経て、平成１８年第１次安倍内閣総理大臣首席秘書官を務める。平成２５年７月、参議院比例代表選挙で初当選。国土交通委員会理事、内閣委員会理事、北朝鮮による拉致問題等に関する特別委員会委員等を歴任。令和４年参議院比例代表選挙で２期目の当選を果たす
（令和４年１１月３０日現在）"
伊藤　　　岳,日本共産党,"選挙区・比例区／当選年／当選回数：
選挙区（埼玉県）選出／令和元年／当選 1 回","令和7年4月17日現在
総務委員会
地方創生及びデジタル社会の形成等に関する特別委員会","１９６０年３月６日、埼玉県川口市に生まれる。１９７５年草加市立栄中学校卒業。１９７８年埼玉県立越ヶ谷高校卒業。１９８２年文教大学人間科学部卒業。「子どもの貧困」に胸を痛め社会変革の事業に参加、日本民主青年同盟埼玉県委員長、日本共産党埼玉中央地区委員長、同さいたま地区副委員長、埼玉県常任委員を歴任。２００１年以降国政選挙に７回挑戦し、８回目の２０１９年７月の参議院選挙で当選。２０１１年の原発事故以来、ツイッターで呼びかけ埼玉県内３０か所以上でデモを主催。参議院議員として環境委員会、総務委員会に所属。新型コロナ感染拡大のなか、医療スタッフの増員、公立公的病院の体制拡充、ケア労働者の処遇改善を求め、統計不正問題、日本郵便さいたま新都心郵便局で起きた過労自死について、日本郵便の責任を追及した
（令和４年１１月３０日現在）"
伊藤　　孝江,公明党,"選挙区・比例区／当選年／当選回数：
選挙区（兵庫県）選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
環境委員会
議院運営委員会（理）
地方創生及びデジタル社会の形成等に関する特別委員会（理）
憲法審査会","昭和４３年１月１３日兵庫県尼崎市生まれ○大阪府立北千里高校を経て、平成３年関西大学法学部を卒業○平成７年司法試験に合格し、平成８年４月司法修習生に採用される（５０期）。平成１０年３月司法修習修了、同年４月弁護士登録（大阪弁護士会）。大阪弁護士会人権擁護委員会副委員長、日弁連人権擁護委員会委員、大阪弁護士会人権調査室嘱託、関西大学法科大学院非常勤講師、ＮＰＯ法人建築問題研究会理事長を歴任。平成２２年４月税理士登録○現在文部科学大臣政務官。参議院文教科学委員会委員。公明党女性委員会副委員長○著書「ヒマワリのように、希望に向かって」、共著「名誉毀損・プライバシー報道被害の救済　実務と提言」、共著「代理人のための面会交流の実務」
（令和４年１１月３０日現在）"
伊藤　　孝恵,国民民主党・新緑風会,"選挙区・比例区／当選年／当選回数：
選挙区（愛知県）選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
文教科学委員会（理）
予算委員会
国民生活・経済及び地方に関する調査会（理）","昭和５０年６月３０日生まれ、名古屋市出身／犬山市在住○荻須学園ひまわり幼稚園、犬山市立犬山北小学校、私立金城学院中学校、金城学院高等学校、金城学院大学文学部国文学科卒業○平成１０年、テレビ大阪入社。営業局を経て報道スポーツ局に配属。大阪府警記者クラブで事件事故を取材する傍ら、ドキュメンタリー番組を制作。若年無業者（ニート）問題を提起した番組で第１回ＴＸＮドキュメンタリー大賞受賞○平成１８年、資生堂を経てリクルート入社。マーケティング局でマスメディアの買い付けや結婚情報誌等のＣＭを制作○平成２８年７月、同社在職育休中に公募から出馬、初当選。日本初の育休中の国政出馬には、当時、多くの批判的な声が寄せられた○現在党子ども・子育て・若者政策調査会長、超党派ママパパ議員連盟事務局長、生殖補助医療の在り方を考える議員連盟事務局長
（令和４年１１月３０日現在）"
伊波　　洋一,沖縄の風,"選挙区・比例区／当選年／当選回数：
選挙区（沖縄県）選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
外交防衛委員会
行政監視委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会
外交・安全保障に関する調査会","１９５２年１月４日沖縄県宜野湾市生まれ。琉球政府立普天間高等学校を経て、１９７４年３月琉球大学理工学部卒業。同年宜野湾市役所入職。宜野湾市職労委員長、中部地区労事務局長を経て、１９９６年沖縄県議会議員に当選（２期）。２００３年宜野湾市長に当選（２期）。県議会では県立子ども病院問題や平和祈念資料館問題などで手腕を発揮。宜野湾市長時代の２００４年に米軍大型ヘリが市内大学本館ビルに墜落炎上。普天間基地の危険性を明らかにして三度の訪米要請行動を取り組む。行政ＩＴ化の実現、教育・福祉・医療の充実に取り組む。宜野湾市西海岸地域へ大型店舗・ホテル等を誘致。海浜公園へ「琉球海炎祭」誘致。外交防衛委員会、行政監視委員会に所属。これまでに政府開発援助及び沖縄・北方問題に関する特別委員会、国際経済・外交調査会、北朝鮮・拉致特、政治倫理・選挙特、皇室典範特例法案特に所属
（令和４年１１月３０日現在）"
生稲　　晃子[佐山　　晃子],自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（東京都）選出／令和4年／当選 1 回","令和7年4月17日現在
外交防衛委員会
消費者問題に関する特別委員会
外交・安全保障に関する調査会","昭和４３年４月２８日東京都世田谷区生まれ、小金井市育ち。私立吉祥女子高等学校を経て、恵泉女学園短期大学英文科卒業。昭和６１年芸能界デビュー、俳優・タレントとして活動。平成２８年内閣府「働き方改革実現会議／働き方改革フォローアップ会合」民間議員。平成２９年厚生労働省「がん対策推進企業アクション」アドバイザリーボードメンバー。平成３１年内閣府「ＤＶ等被害者のための民間シェルター等に対する支援の在り方に関する検討会」委員。令和２年がん対策推進企業アクション女性会議「Ｗｏｒｋｉｎｇ　ＲＩＢＢＯＮ」オフィシャルサポーター。令和４年７月参議院議員初当選○現在参議院厚生労働委員会委員○参議院自民党国会対策委員会委員○自民党女性局次長
（令和４年１１月３０日現在）"
石井　　　章,日本維新の会,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
国土交通委員会
決算委員会
消費者問題に関する特別委員会（長）","昭和３２年５月６日茨城県取手市片町生まれ。茨城県立土浦第一高等学校を経て専修大学法学部卒業。専修大学大学院法学研究科在籍中、平成２年１月茨城県北相馬郡藤代町議４期、取手市議２期、衆議院議員１期を務める○現在行政監視委員会委員、経済産業委員会理事、倫理選挙特別委員会理事、社会福祉法人理事長
（令和４年１１月３０日現在）"
石井　　準一,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（千葉県）選出／平成19年、25年、令和元年／当選 3 回","令和7年4月17日現在
環境委員会
懲罰委員会","昭和３２年１１月２３日茂原市生まれ、千葉県立長生高等学校卒○代議士秘書を経て昭和６２年２９歳で千葉県議会議員に当選、連続５期。以来、県常任委員会にて農林水産委員長、商工労働社会委員長、土木副委員長、総務企画副委員長、党にて県連総務会長を歴任。平成１９年参議院議員に初当選○【参議院】予算委員長、国交委員長、憲法審査会会長、議運理事、厚労理事を歴任【党】幹事長代理、選対委員長代理、国対副委員長、党副幹事長を歴任○現在議院運営委員長、環境委員会委員
（令和４年１１月３０日現在）"
石井　　浩郎,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（秋田県）選出／平成22年、28年、令和4年／当選 3 回","令和7年4月17日現在
内閣委員会
行政監視委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会（長）
東日本大震災復興特別委員会","昭和３９年６月２１日、秋田県南秋田郡八郎潟町に生まれる。秋田県立秋田高等学校を経て、早稲田大学第二文学部へ進学。（株）プリンスホテルへ入社。同社に勤務しながらプリンスホテル硬式野球部に在籍し、３年間社会人野球でプレーする。平成２年にドラフト３位で近鉄バファローズへ入団し、以後１３年間読売巨人軍、千葉ロッテマリーンズ、横浜ベイスターズに於いてプロ野球選手としてプレーする。現役引退後は日本テレビの野球解説者を務めた後、西武ライオンズ２軍監督に就任し若手選手の育成に励む。その後、平成２２年７月の参議院選挙へ出馬し、初当選を果たす○現在国土交通副大臣兼内閣府副大臣兼復興副大臣、国土交通委員会委員、国家基本政策委員会委員、東日本大震災復興特別委員会委員
（令和４年１１月３０日現在）"
石井　　正弘,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（岡山県）選出／平成25年、令和元年／当選 2 回","令和7年4月17日現在
文教科学委員会（理）
予算委員会","昭和２０年１１月２９日岡山県岡山市生まれ。昭和４４年東京大学法学部卒業。同年建設省入省、建設大臣秘書官、内閣法制局参事官、建設省民間住宅課長、河川総務課長、大臣官房文書課長、大臣官房審議官、平成８年７月建設省退職。同年岡山県知事当選、平成１２年、平成１６年、平成２０年当選（計４期）。この間、全国知事会総務常任委員長、同道州制特別委員長、地方制度調査会委員、中央教育審議会委員。平成２５年７月参議院議員に当選、経済産業副大臣兼内閣府副大臣、参議院内閣委員長○現在自民党政務調査会副会長、参議院自民党政策審議会副会長、自民党税制調査会幹事○主要著書「新世紀きびの国の創造」他
（令和４年１１月３０日現在）"
石井　　苗子,日本維新の会,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
総務委員会
行政監視委員会（理）
政府開発援助等及び沖縄・北方問題に関する特別委員会（理）","１９５４年２月２５日東京都生まれ。私立山手学院高校卒業後、単身渡米しワシントン州立大学から上智大学に編入。卒業後は水産庁外郭団体で日米漁業交渉の同時通訳を務めた。その後テレビキャスターを経て女優に転身したが、難病を患う妹のケアのため４３歳で聖路加看護大学に入学、看護師・保健師の資格を取得し東京大学大学院に進学、修士課程を経て２００８年に同大学の保健学博士号を取得。２０１１年東日本大震災被災住民医療支援団体「きぼうときずな」を設立○環境委員会理事、法務委員会理事、決算委員会委員を経て現在、国土交通委員会理事、決算委員会委員、ＯＤＡ・沖縄北方特別委員会委員、東京大学医学部客員研究員、聖路加国際大学客員研究員、日本大学医学部付属病院心療内科非常勤を歴任○近著に「来たれ、女の政治　さらば、男の政治」「保健師のための被災支援ガイドブック」
（令和４年１１月３０日現在）"
石垣　のりこ[小川　のり子],立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
選挙区（宮城県）選出／令和元年／当選 1 回","令和7年4月17日現在
内閣委員会
行政監視委員会（理）
政府開発援助等及び沖縄・北方問題に関する特別委員会
東日本大震災復興特別委員会","１９７４年８月１日、宮城県生まれ。宮城県第二女子高等学校（現：宮城県仙台二華高等学校）を経て、１９９８年宮城教育大学教育学部小学校教員養成課程（教育心理学専攻）卒業。同年４月株式会社エフエム仙台入社。制作部に所属し、パーソナリティと番組制作全般を担当。パーソナリティとして延べ２０００人以上にインタビュー。制作者としては、カフェライブの開催、カフェやベーカリーとタイアップした商品開発、リスナー参加型農業体験などの企画を多数実施。２０１１年の東日本大震災後、防災士の資格を取得し、エフエム仙台の震災復興応援プロジェクト「Ｈｏｐｅ　ｆｏｒ　ＭＩＹＡＧＩ」の番組を担当、エフエム仙台発行の「サバ・メシ防災ハンドブック」の企画にも携わってきた。東北大学東北メディカル・メガバンク機構倫理委員会委員、仙台市中心部震災メモリアル拠点事業検討委員会委員を経験
（令和４年１１月３０日現在）"
石川　　大我,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和元年／当選 1 回","令和7年4月17日現在
内閣委員会
予算委員会
消費者問題に関する特別委員会（理）","１９７４年、豊島区生まれ。明治学院大学法学部法律学科卒業。早稲田大学大学院政治学研究科修了。公共経営修士（専門職）。ＬＧＢＴＱ当事者向けのイベントを主宰するＮＰＯ法人代表理事、参議院議員秘書を経て、２０１１年豊島区議会議員に初当選。日本において初めて公職に選出された男性オープンゲイ当事者議員の一人として知られる。英字紙Ｔｈｅ　Ｊａｐａｎ　Ｔｉｍｅｓ　社説に「社会の周辺に追いやられた人々の声を、地方政治や国政に確実に届けられる政治家」と紹介される。２０１５年再選。著書に「ボクの彼氏はどこにいる？」（講談社）「好きの？がわかる本」（太郎次郎エディタス）ほか。２０１８年ＨＥＲＯ　ＡＷＡＲＤ　にてＳｈｉｂａｎａｎｄａ　Ｋｈａｎ　賞を受賞
（令和４年１１月３０日現在）"
石川　　博崇,公明党,"選挙区・比例区／当選年／当選回数：
選挙区（大阪府）選出／平成22年、28年、令和4年／当選 3 回","令和7年4月17日現在
経済産業委員会
行政監視委員会
政治改革に関する特別委員会（理）","昭和４８年９月１２日大阪府豊中市生まれ◯平成８年創価大学工学部卒◯同８年外務省入省。イラク・サマーワ等勤務。中東・アラビア語の専門家として、歴代総理の通訳を務めた◯平成２２年参議院議員初当選。公明党青年委員長などを経て平成２６年防衛大臣政務官（兼）内閣府大臣政務官○平成２９年参議院法務委員長○平成３０年公明党参議院国会対策委員長○現在参議院決算委員会理事、公明党参議院政策審議会長、同大阪府本部代表
（令和４年１１月３０日現在）"
石田　　昌宏,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成25年、令和元年／当選 2 回","令和7年4月17日現在
厚生労働委員会
予算委員会
資源エネルギー・持続可能社会に関する調査会
情報監視審査会","昭和４２年５月２０日、奈良県大和郡山市生まれ。父親の転勤に伴い三重県、石川県、東京都、長野県、兵庫県で育つ。兵庫県甲陽学院高等学校を経て、平成２年東京大学医学部保健学科卒業。保健師・看護師。聖路加国際病院、東京武蔵野病院にて看護師として勤務。衆議院議員秘書を経て、平成７年より公益社団法人日本看護協会に勤務、平成１０年政策企画室長。平成１７年日本看護連盟幹事長。平成２５年７月参議院選挙比例代表（全国区）にて初当選○参議院厚生労働委員長、沖縄及び北方問題に関する特別委員長、自民党副幹事長、自民党財務金融部会長代理、自民党厚生労働部会副部会長○現在議院運営委員会理事、厚生労働委員会委員、参議院自民党国会対策委員会副委員長○著書『看護職者のための政策過程入門』（共著）ほか○ｈｔｔｐ：／／ｗｗｗ．ｍａｓａｈｉｒｏ－ｉｓｈｉｄａ．ｃｏｍ／
（令和４年１１月３０日現在）"
